z_soid,vszam,bevetel,haszonkulcs,vnap
371,2,61368.0,12.45,1920
372,2,62598.0,14.7,1905
373,9,417763.0,10.74888888888889,724
374,3,283227.0,16.3,1858
375,2,248457.0,7.0,1021
376,1,301900.0,16.02,1937
377,3,411371.0,10.176666666666668,248
378,1,18780.0,11.46,1621
379,1,14567.0,15.55,1526
380,1,8811.0,16.35,1359
381,1,14059.0,14.28,1772
382,1,18008.0,14.28,1806
383,2,34986.0,12.795,1149
384,2,35602.0,10.83,1486
385,2,79792.0,12.955,1868
386,3,31050.0,10.22,1403
387,2,28032.0,8.075,699
388,16,857371.0,9.2675,241
389,5,136866.0,7.101999999999999,412
390,5,305677.0,9.614,1204
391,9,93851.0,8.496666666666666,197
392,10,102349.0,9.247,77
393,5,32337.0,6.542,259
394,5,13332.0,19.55,22
395,8,31040.0,19.4275,162
396,1,1740.0,20.08,185
397,8,17882.0,19.81,50
398,5,13300.0,20.270000000000003,56
399,4,10804.0,20.31,336
400,6,13512.0,20.23,84
401,3,5220.0,20.08,232
402,6,10171.0,20.366666666666664,300
403,4,9118.0,20.1925,49
404,2,9442.0,18.355,558
405,5,13047.0,20.302,185
406,7,9596.0,19.835714285714285,84
407,12,12920.0,20.505000000000003,84
408,7,9627.0,20.24857142857143,84
409,10,13586.0,20.274,113
410,4,7771.0,19.5725,113
411,8,13471.0,18.848749999999995,160
412,4,6960.0,20.08,231
413,4,13660.0,20.3,185
414,2,8173.0,20.685,23
415,5,24281.0,19.558,192
416,4,9700.0,20.05,195
417,8,19505.0,19.92,29
418,8,25175.0,20.6625,29
419,5,12315.0,20.106,84
420,5,12135.0,20.432,195
421,3,7307.0,20.15,195
422,4,24765.0,21.25,325
423,1,4630.0,25.0,1286
424,1,5110.0,20.29,9
425,1,3517.0,25.03,1326
426,1,3592.0,24.98,1326
427,3,5546.0,21.85,56
428,2,3609.0,22.73,434
429,5,11096.0,21.286,50
430,3,6904.0,23.456666666666667,982
431,1,3346.0,16.42,859
432,2,186212.0,12.09,939
433,21,1598874.0,10.434761904761904,48
434,37,786233.0,8.356216216216218,169
435,27,1183884.0,8.509629629629629,3
436,28,1172554.0,8.486785714285713,1
437,15,906996.0,9.536,11
438,3,140065.0,8.646666666666667,330
439,4,151938.0,20.2825,26
440,9,1651796.0,6.101111111111112,2
441,6,111417.0,6.941666666666666,24
442,9,106245.0,17.845555555555556,1558
443,81,2250386.0,7.335925925925924,7
444,38,792472.0,7.752631578947365,10
445,8,811041.0,5.7387500000000005,87
446,25,662020.0,10.1516,613
447,15,661867.0,8.858666666666666,42
448,3,89622.0,21.756666666666664,1211
449,8,213544.0,28.905,1779
450,1,19606.0,15.86,1577
451,3,5778.0,20.223333333333333,29
452,5,8318.0,22.124,128
453,5,14090.0,20.22,140
454,4,5400.0,20.27,125
455,3,7228.0,19.85333333333333,343
456,5,51335.0,21.728,111
457,1,3480.0,20.5,217
458,3,12180.0,20.08,134
459,1,2740.0,20.39,100
460,1,16460.0,20.06,161
461,1,212835.0,5.0,475
462,1,8857.0,5.07,416
463,46,753751.0,6.814782608695648,0
464,6,113725.0,11.99,206
465,3,21449.0,8.92,826
466,10,862585.0,6.628,1
467,18,1359983.0,7.7444444444444445,366
468,14,1364686.0,6.122857142857143,269
469,18,539578.0,7.882777777777779,34
470,24,383531.0,7.270000000000002,87
471,3,5024.0,20.16,29
472,1,1646.0,20.06,106
473,1,1732.0,20.36,31
474,1,2504.0,20.04,127
475,3,5719.0,21.89,127
476,6,6708.0,21.236666666666665,51
477,4,2510.0,21.8475,236
478,1,1764.0,20.66,675
479,3,3904.0,20.2,675
480,2,1374.0,17.97,175
481,4,5352.0,14.95,1242
482,2,3890.0,20.43,192
483,1,5764.0,20.48,9
484,1,826.0,24.96,1242
485,1,826.0,24.96,1242
486,1,748.0,15.25,1242
487,2,10016.0,20.04,135
488,3,7529.0,786.04,108
489,4,33928.0,21.605,108
490,3,46918.0,20.293333333333333,58
491,4,10025.0,21.285,9
492,2,6800.0,22.5,457
493,2,17762.0,20.115,50
494,4,13786.0,20.0025,227
495,6,7704.0,21.916666666666668,9
496,7,8673.0,22.48142857142857,9
497,1,1378.0,26.08,43
498,4,3888.0,21.03,9
499,3,3213.0,25.99,9
500,1,1646.0,20.06,88
501,1,1535.0,16.46,766
502,3,7181.0,20.223333333333333,29
503,9,26537.0,20.327777777777776,79
504,6,9687.0,20.546666666666667,52
505,6,14058.0,20.353333333333328,155
506,1,2827.0,15.43,1820
507,8,37244.0,21.515000000000004,106
508,1,4850.0,20.05,160
509,3,13914.0,22.399999999999995,43
510,4,18320.0,21.4375,190
511,3,8127.0,20.35,190
512,2,8879.0,22.9,189
513,4,31992.0,20.98,51
514,5,8409.0,21.112,15
515,3,5103.0,20.183333333333334,15
516,1,969.0,20.97,443
517,2,3182.0,20.17,195
518,1,1591.0,20.17,195
519,4,11669.0,19.245,189
520,5,18350.0,22.062,457
521,3,11486.0,21.756666666666664,468
522,1,3706.0,24.99,1289
523,3,25253.0,20.023333333333333,255
524,2,17308.0,19.93,264
525,11,87797.0,16.001818181818184,52
526,1,10622.0,20.16,995
527,4,11794.0,20.1875,9
528,9,44187.0,20.34222222222222,9
529,3,10857.0,20.19333333333333,189
530,3,32968.0,20.316666666666663,50
531,3,41552.0,19.236666666666665,286
532,1,5110.0,20.29,50
533,3,24308.0,18.926666666666662,166
534,1,2425.0,20.05,125
535,3,44723.0,18.633333333333333,139
536,14,581431.0,10.959285714285716,127
537,9,335131.0,11.085555555555556,289
538,2,74693.0,14.185,1263
539,87,2807381.0,13.58977011494254,416
540,14,2472803.0,7.072857142857143,23
541,63,2260641.0,9.388095238095234,4
542,43,4434075.0,8.535348837209304,26
543,1,36213.0,13.33,1167
544,1,18171.0,20.0,1240
545,1,28189.0,10.01,1816
546,1,20622.0,20.26,224
547,1,30071.0,10.0,1850
548,4,109417.0,17.8125,9
549,3,61385.0,12.953333333333331,1450
550,13,319932.0,19.97923076923077,1253
551,12,217671.0,8.207500000000001,121
552,5,746418.0,16.57,8
553,1,163583.0,5.0,888
554,8,1533243.0,8.33125,619
555,21,636303.0,11.863333333333332,403
556,3,1147229.0,6.966666666666666,555
557,1,106845.0,18.06,1939
558,37,3593061.0,13.710270270270277,929
559,1,30465.0,6.93,940
560,7,23236.0,13.355714285714289,270
561,7,32786.0,6.568571428571429,109
562,6,46268.0,7.584999999999998,35
563,253,4652281.0,15.761897233201571,15
564,2,101872.0,12.97,414
565,15,356594.0,13.086666666666666,526
566,21,412008.0,12.206190476190478,524
567,1,126142.0,9.77,917
568,47,2992553.0,9.90063829787234,26
569,14,693072.0,10.16,429
570,11,776634.0,13.255454545454546,224
571,15,257817.0,9.918,56
572,8,81520.0,15.52375,951
573,10,23630.0,19.355000000000004,121
574,4,7631.0,19.335,199
575,2,4118.0,19.32,442
576,9,23151.0,20.05222222222222,175
577,2,3974.0,17.09,839
578,7,10275.0,19.248571428571427,148
579,1,2142.0,20.27,839
580,2,4640.0,23.93,1480
581,4,124778.0,11.5025,1368
582,5,320204.0,6.644,560
583,5,155874.0,10.482,852
584,1,33780.0,12.65,1175
585,19,287631.0,10.98,171
586,14,165840.0,9.682142857142855,16
587,47,7242995.0,8.957234042553191,3
588,2,96276.0,10.155,524
589,12,482824.0,8.205833333333336,73
590,11,204446.0,12.963636363636365,315
591,112,5537076.0,9.891696428571423,0
592,2,11166.0,22.91,3
593,5,32479.0,23.6,24
594,2,17622.0,20.58,643
595,7,69076.0,28.555714285714284,24
596,1,15976.0,25.07,1310
597,3,65244.0,28.44333333333334,502
598,4,137409.0,26.7025,80
599,3,19740.0,20.88,205
600,3,55938.0,21.486666666666665,9
601,9,171781.0,26.315555555555555,205
602,1,34638.0,18.41,669
603,1,47403.0,30.0,1502
604,1,2811.0,26.34,995
605,3,26712.0,29.03333333333333,2
606,1,4795.0,24.8,1302
607,5,75976.0,19.714,4
608,1,4559.0,18.66,696
609,2,22661.0,22.73,510
610,2,1890.0,24.020000000000003,444
611,1,3260.0,20.21,138
612,3,12068.0,29.05333333333333,815
613,1,1503.0,30.02,1461
614,1,1787.0,20.17,23
615,2,11944.0,23.105,18
616,4,4196.0,23.8475,31
617,3,4181.0,30.246666666666663,5
618,2,8678.0,22.6,6
619,11,67651.0,22.87090909090909,31
620,9,94429.0,23.17888888888889,45
621,10,79685.0,23.314,20
622,1,14402.0,20.1,59
623,1,18732.0,20.08,59
624,3,85804.0,22.28,62
625,1,6370.0,18.36,778
626,5,37048.0,25.848000000000003,283
627,2,18173.0,23.06,408
628,1,10543.0,19.92,188
629,3,48058.0,23.5,106
630,1,17236.0,20.41,679
631,1,5425.0,21.31,159
632,3,18480.0,21.69666666666667,502
633,3,55771.0,20.77333333333333,288
634,1,22118.0,19.74,671
635,1,25189.0,21.21,313
636,3,14109.0,22.406666666666663,284
637,8,140175.0,25.31,134
638,1,4717.0,22.77,1166
639,4,54592.0,29.355,247
640,1,11094.0,20.17,327
641,3,5804.0,19.03,598
642,21,89870.0,33.63380952380953,30
643,29,148784.0,29.655517241379314,10
644,2,11647.0,30.520000000000003,53
645,48,1035053.0,30.401875000000004,6
646,3,58560.0,19.1,48
647,1,12928.0,22.01,1330
648,1,13632.0,22.0,1681
649,1,20456.0,20.26,976
650,11,209077.0,20.404545454545453,90
651,1,28659.0,22.0,1365
652,1,44874.0,19.8,1128
653,1,59835.0,21.43,17
654,1,3205.0,20.13,412
655,4,11685.0,21.995,37
656,3,15442.0,20.78,360
657,17,24158.0,22.02,37
658,24,39300.0,24.133749999999992,5
659,11,42030.0,20.372727272727275,22
660,14,70694.0,21.767142857142854,267
661,11,82588.0,20.59272727272728,38
662,10,193359.0,21.556000000000004,342
663,3,60442.0,19.953333333333333,338
664,1,4060.0,13.0,1834
665,1,4790.0,22.01,1311
666,2,11244.0,20.605,71
667,1,12118.0,20.13,530
668,1,14551.0,22.0,1354
669,3,47528.0,27.156666666666663,24
670,1,11873.0,22.0,1568
671,2,49346.0,18.39,303
672,6,71370.0,23.51833333333333,73
673,3,40440.0,20.046666666666667,319
674,1,19047.0,16.77,892
675,1,35425.0,20.36,1080
676,12,21671.0,19.348333333333333,543
677,29,216813.0,20.214827586206905,816
678,55,2617847.0,21.36836363636364,836
679,27,128969.0,18.67888888888888,818
680,1,3079.0,16.63,957
681,1,12409.0,21.99,1573
682,8,124742.0,21.141250000000003,885
683,11,27003.0,22.45818181818182,134
684,20,115191.0,23.292,97
685,16,211760.0,24.638125,6
686,12,76374.0,19.569166666666675,27
687,10,304476.0,21.004,449
688,1,5819.0,21.38,825
689,2,19984.0,20.02,958
690,1,16048.0,20.57,244
691,3,33826.0,19.5,192
692,3,63260.0,19.47,615
693,3,60080.0,25.46333333333333,449
694,1,17120.0,22.0,1439
695,2,35222.0,21.21,309
696,2,33203.0,16.71,547
697,1,488181.0,5.7,1114
698,16,347000.0,10.404375,2
699,9,590593.0,9.918888888888889,477
700,11,705211.0,13.73181818181818,519
701,2,240016.0,6.165,871
702,11,239819.0,28.927272727272733,13
703,1,25189.0,25.95,729
704,11,334191.0,29.99727272727273,311
705,4,396756.0,32.25,87
706,2,132252.0,32.25,241
707,1,36213.0,20.71,623
708,3,128323.0,22.21,121
709,10,650314.0,26.336,164
710,2,138567.0,20.48,22
711,4,1417150.0,23.4575,28
712,13,75905.0,24.787692307692303,1167
713,2,18252.0,16.53,1273
714,2,27024.0,19.77,1273
715,2,36140.0,11.69,1344
716,1,15832.0,25.0,1623
717,1,25189.0,13.21,1313
718,4,54992.0,21.485,314
719,7,166915.0,21.11428571428572,935
720,2,24482.0,16.805,77
721,4,118454.0,21.4925,294
722,1,40150.0,22.1,421
723,1,5976.0,20.1,464
724,1,15574.0,20.86,946
725,8,168587.0,19.915,51
726,2,43494.0,19.285,1067
727,3,111472.0,18.633333333333336,91
728,1,54323.0,20.01,358
729,5,5180.0,19.732,937
730,1,6449.0,19.98,625
731,5,30727.0,16.662,771
732,5,50858.0,19.828,443
733,13,95683.0,20.058461538461533,274
734,1,9667.0,22.0,1681
735,1,27070.0,20.23,564
736,7,135052.0,19.45,330
737,1,30701.0,18.73,935
738,1,50059.0,35.32,1947
739,2,23175.0,19.36,830
740,1,49972.0,22.0,1610
741,5,26578.0,25.264000000000003,198
742,6,26977.0,26.01,83
743,5,39944.0,20.316000000000003,214
744,8,88950.0,22.96625,153
745,1,16764.0,20.35,288
746,2,37858.0,20.165,153
747,2,83441.0,18.885,627
748,1,36213.0,21.68,442
749,1,2559.0,20.14,598
750,3,20983.0,21.4,31
751,2,23126.0,20.18,6
752,1,17236.0,20.14,72
753,1,19598.0,20.28,242
754,2,90527.0,22.145,36
755,2,37132.0,19.96,273
756,1,21087.0,22.0,1651
757,3,105672.0,20.73333333333333,258
758,2,74000.0,22.57,258
759,1,43299.0,21.41,428
760,62,1685896.0,7.078225806451616,9
761,7,179683.0,25.14428571428572,1466
762,4,266613.0,12.634999999999998,917
763,2,71583.0,13.864999999999998,973
764,19,803555.0,18.53421052631579,32
765,1,19606.0,17.19,723
766,1,56614.0,25.0,1555
767,1,62126.0,23.44,1520
768,2,133370.0,12.685,919
769,1,70071.0,11.72,727
770,1,68276.0,33.37,1731
771,19,783374.0,10.049473684210524,23
772,12,530801.0,10.334166666666668,97
773,66,2091113.0,9.82727272727273,44
774,3,156461.0,10.246666666666666,1283
775,2,111827.0,7.105,889
776,39,2053773.0,14.394102564102557,1126
777,5,312416.0,15.638,1072
778,10,434635.0,12.155,364
779,71,2933291.0,11.628309859154932,457
780,4,121103.0,9.68,823
781,35,1055776.0,7.8748571428571426,35
782,18,278836.0,8.53722222222222,5
783,5,485909.0,12.248,1153
784,27,1603168.0,10.59296296296296,23
785,4,189519.0,8.74,720
786,1,48811.0,12.84,1127
787,10,634062.0,6.712000000000001,80
788,4,376941.0,8.2775,462
789,13,2954582.0,11.986153846153844,205
790,37,405093.0,12.337027027027029,18
791,1,62390.0,18.06,1812
792,4,348786.0,12.8775,440
793,2,152433.0,6.5,723
794,4,263033.0,5.0,175
795,26,1336776.0,9.543846153846156,16
796,1,89685.0,10.33,1878
797,1,20386.0,22.43,1624
798,6,656204.0,15.166666666666666,891
799,5,146039.0,11.048,1011
800,1,8274.0,25.0,1545
801,12,183583.0,8.624166666666667,22
802,10,192794.0,6.864,83
803,59,1083165.0,10.971016949152546,3
804,1,14552.0,43.33,1851
805,2,35184.0,25.0,1472
806,4,48260.0,22.7525,1463
807,4,43750.0,21.275,1418
808,3,40089.0,11.37,1692
809,5,174921.0,7.566,345
810,8,306936.0,9.00125,301
811,1,31488.0,11.57,1292
812,5,57080.0,165190.2,168
813,18,3348372.0,7.998888888888889,21
814,8,511646.0,8.337499999999999,120
815,3,410857.0,5.883333333333333,12
816,7,492536.0,7.3428571428571425,617
817,2,30300.0,17.240000000000002,461
818,2,38936.0,20.275,112
819,2,49344.0,38.345,651
820,5,120464.0,20.630000000000003,126
821,7,242415.0,27.205714285714286,133
822,6,82629.0,21.471666666666668,594
