z_soid,vszam,bevetel,haszonkulcs,vnap
1922,1,259118.0,20.0,169
1923,1,42872.0,16.5,90
1924,1,31756.0,5.01,912
1925,1,77945.0,28.14,557
1926,1,67313.0,24.0,1659
1927,1,85368.0,24.0,1654
1928,1,125583.0,20.0,129
1929,2,132687.0,20.55,316
1930,1,69669.0,24.0,1834
1931,1,46449.0,19.47,522
1932,1,89756.0,21.01,1113
1933,1,9598.0,19.98,1242
1934,2,95132.0,20.235,315
1935,1,15661.0,20.47,1273
1936,1,41199.0,16.5,36
1937,1,107866.0,20.09,1113
1938,1,29829.0,24.0,1464
1939,1,148811.0,21.81,491
1940,5,84851.0,21.342,132
1941,1,121476.0,24.0,1164
1942,1,48811.0,20.36,771
1943,1,60874.0,24.99,1905
1944,1,33671.0,20.0,189
1945,1,52911.0,20.0,351
1946,1,53535.0,21.01,841
1947,1,355529.0,20.0,285
1948,1,93692.0,20.0,230
1949,2,196587.0,18.25,98
1950,1,833850.0,16.5,1074
1951,3,331022.0,22.58333333333333,184
1952,1,118370.0,16.5,98
1953,1,364007.0,20.0,351
1954,1,434696.0,20.0,351
1955,1,502354.0,16.76,624
1956,1,146185.0,20.0,114
1957,1,172433.0,20.49,742
1958,2,379371.0,20.0,120
1959,1,199205.0,20.32,762
1960,1,181094.0,17.46,611
1961,1,514944.0,20.2,997
1962,4,531031.0,21.8875,531
1963,4,563715.0,22.22,623
1964,3,446834.0,21.53333333333333,666
1965,1,152680.0,24.0,1220
1966,25,4347369.0,12.0836,15
1967,6,654671.0,14.98,545
1968,6,195457.0,18.575,231
1969,10,47118.0,20.987,14
1970,1,10228.0,14.77,778
1971,1,17680.0,28.21,1670
1972,7,361605.0,13.20857142857143,14
1973,7,401328.0,14.485714285714286,325
1974,1,15732.0,5.02,46
1975,8,216342.0,16.48375,122
1976,11,634161.0,24.85545454545455,121
1977,1,59472.0,4.99,682
1978,2,147197.0,5.75,434
1979,1,57472.0,12.21,854
1980,1,34157.0,4.99,893
1981,2,81473.0,12.59,807
1982,1,29913.0,19.92,824
1983,1,34391.0,24.0,1185
1984,44,3916018.0,12.325227272727274,33
1985,3,127700.0,22.78333333333333,1037
1986,17,2040654.0,9.002352941176468,45
1987,1,107070.0,31.26,708
1988,2,253528.0,7.02,814
1989,11,520695.0,23.699090909090916,610
1990,8,446935.0,23.68875,708
1991,20,1249304.0,23.626,712
1992,11,108030.0,25.633636363636366,104
1993,2,10779.0,22.16,1262
1994,82,259775.0,24.79548780487805,8
1995,13,385903.0,19.111538461538466,31
1996,1,42512.0,19.3,540
1997,24,1004308.0,23.65333333333333,21
1998,1,48811.0,19.72,549
1999,1,53535.0,21.11,1193
2000,2,46830.0,20.0,255
2001,1,27487.0,20.0,365
2002,1,43299.0,51.65,627
2003,1,40123.0,24.0,1253
2004,10,440781.0,24.428,37
2005,1,9987.0,24.0,1253
2006,1,13063.0,16.83,955
2007,1,14764.0,24.0,1756
2008,1,16449.0,20.01,1141
2009,1,27791.0,24.0,1443
2010,1,31488.0,21.32,773
2011,1,56291.0,9.0,1100
2012,1,48811.0,6.32,950
2013,2,43938.0,13.09,1317
2014,1,48633.0,24.0,1570
2015,3,137918.0,27.08333333333333,672
2016,4,168398.0,20.94,245
2017,4,165640.0,10.075,464
2018,5,302029.0,19.156,252
2019,4,104191.0,13.535,260
2020,1,42512.0,15.32,223
2021,1,73220.0,41.05,569
2022,4,93890.0,14.595,95
2023,1,61409.0,18.3,797
2024,2,146251.0,21.065,946
2025,1,69283.0,18.13,812
2026,3,258483.0,24.64333333333333,611
2027,4,198897.0,22.6725,734
2028,5,303851.0,23.968,613
2029,1,90449.0,5.0,131
2030,3,56904.0,17.80333333333333,1
2031,2,45207.0,22.0,197
2032,3,74347.0,20.54,10
2033,1,27764.0,20.0,266
2034,3,131465.0,36.09333333333333,477
2035,1,56465.0,14.99,1514
2036,1,16309.0,23.99,1782
2037,3,240437.0,14.79,868
2038,5,233032.0,16.324,979
2039,11,649065.0,8.243636363636362,123
2040,13,785884.0,10.676923076923076,16
2041,1,18350.0,24.0,1382
2042,4,529883.0,14.2875,12
2043,2,46949.0,22.135,811
2044,2,65470.0,9.915,296
2045,1,14827.0,4.98,552
2046,1,13063.0,23.97,675
2047,2,45882.0,10.545,349
2048,5,86457.0,15.504,183
2049,2,45024.0,15.09,904
2050,1,29438.0,24.0,1232
2051,2,27622.0,20.365,734
2052,7,108656.0,19.53857142857143,187
2053,7,106138.0,19.66428571428571,16
2054,8,60323.0,8.70125,364
2055,3,277400.0,21.040000000000003,266
2056,2,46032.0,39.84,666
2057,2,18181.0,16.700000000000003,496
2058,4,124378.0,12.525,1293
2059,2,65386.0,10.385,760
2060,4,44681.0,19.6675,1309
2061,1,17157.0,21.89,500
2062,1,24880.0,24.0,1584
2063,1,46449.0,36.02,496
2064,1,45028.0,24.0,1381
2065,4,11072.0,21.9075,748
2066,2,5307.0,18.3,892
2067,3,8979.0,23.39,176
2068,3,5496.0,20.416666666666668,18
2069,6,9511.0,19.6,9
2070,5,10802.0,20.488000000000003,9
2071,4,9459.0,21.3225,81
2072,1,21882.0,20.37,1113
2073,1,37787.0,21.26,1113
2074,3,64387.0,21.72666666666667,454
2075,1,29234.0,16.51,41
2076,2,33750.0,21.585,133
2077,2,38252.0,22.07,659
2078,1,43454.0,20.0,239
2079,2,48304.0,17.384999999999998,239
2080,1,11803.0,25.06,609
2081,1,15268.0,13.42,492
2082,3,39034.0,20.17,387
2083,4,67969.0,20.695,371
2084,2,46577.0,22.145,485
2085,3,257934.0,20.0,159
2086,1,103929.0,20.55,939
2087,2,17150.0,14.465,717
2088,2,25363.0,18.685,183
2089,6,138568.0,30.75333333333333,91
2090,1,25976.0,57.11,514
2091,1,32207.0,20.0,264
2092,1,45346.0,37.02,1387
2093,1,57900.0,38.7,1839
2094,1,71069.0,42.86,1750
2095,5,667301.0,38.336,145
2096,1,66500.0,25.0,1283
2097,5,337251.0,7.24,392
2098,3,103378.0,10.43,116
2099,4,1279890.0,31.71,84
2100,20,1872497.0,6.728,26
2101,15,591097.0,8.679333333333334,31
2102,2,625000.0,29.52,283
2103,8,677204.0,9.675,475
2104,3,243858.0,11.47,170
2105,2,74741.0,7.365,978
2106,1,73850.0,11.79,1347
2107,8,484820.0,13.88,1154
2108,6,454330.0,8.708333333333334,173
2109,1,89276.0,14.33,1569
2110,2,95712.0,18.305,164
2111,4,164561.0,5.4425,505
2112,3,122907.0,5.0,584
2113,2,84543.0,8.345,514
2114,1,17236.0,20.44,1408
2115,1,145591.0,15.08,1766
2116,7,352095.0,12.03,755
2117,1,33063.0,12.71,851
2118,2,278205.0,10.96,876
2119,10,457430.0,10.853000000000002,91
2120,2,81732.0,9.36,1813
2121,17,748284.0,9.161764705882351,37
2122,1,143394.0,30.0,1724
2123,3,111945.0,5.003333333333333,268
2124,2,153134.0,4.995,462
2125,1,109606.0,5.0,1
2126,12,1309336.0,19.701666666666664,1314
2127,3,391330.0,10.646666666666668,1560
2128,3,507558.0,15.13,1636
2129,25,1126184.0,12.0972,289
2130,1,179764.0,12.41,1645
2131,1,12591.0,15.51,1820
2132,1,15112.0,25.0,1588
2133,3,68402.0,14.003333333333336,1169
2134,3,109220.0,10.723333333333334,1256
2135,2,68174.0,11.02,1457
2136,17,299084.0,4.905294117647057,11
2137,6,139046.0,5.866666666666667,20
2138,5,89156.0,7.324,367
2139,3,46503.0,7.956666666666668,17
2140,4,170885.0,10.02,1013
2141,2,55969.0,17.27,402
2142,3,76354.0,16.416666666666668,1023
2143,3,92103.0,16.06,1113
2144,23,794209.0,14.393913043478264,408
2145,6,134984.0,6.661666666666668,22
2146,11,248234.0,8.614545454545452,79
2147,6,170330.0,6.843333333333334,173
2148,4,105481.0,23.6425,724
2149,29,658141.0,11.98689655172414,4
2150,16,361502.0,10.76625,246
2151,5,134134.0,18.168,182
2152,33,803491.0,12.160909090909094,4
2153,2,105559.0,5.38,187
2154,1,103417.0,7.0,1172
2155,8,287996.0,16.914999999999996,1438
2156,14,376346.0,31.598571428571432,1274
2157,10,1297243.0,11.999,85
2158,3,247055.0,10.876666666666669,1048
2159,2,242502.0,9.905,1157
2160,18,2237469.0,10.682222222222222,892
2161,4,9906.0,21.83,87
2162,4,61441.0,12.5725,1074
2163,1,32835.0,11.69,1842
2164,2,42898.0,17.545,1273
2165,5,66647.0,11.288000000000002,1219
2166,3,29850.0,10.213333333333331,1271
2167,1,15410.0,11.68,1826
2168,2,37402.0,9.99,1090
2169,1,26654.0,10.0,1930
2170,3,200050.0,6.666666666666667,834
2171,1,127890.0,8.44,1927
2172,7,596865.0,10.435714285714283,128
2173,3,395977.0,11.589999999999998,365
2174,10,319308.0,12.512,79
2175,4,157876.0,14.71,1575
2176,8,106587.0,12.45375,884
2177,1,14016.0,24.79,1910
2178,2,73929.0,15.12,1172
2179,11,56371.0,19.59545454545454,25
2180,2,9197.0,13.67,956
2181,4,54614.0,20.36,10
2182,1,5669.0,17.06,1492
2183,9,272040.0,14.815555555555555,1134
2184,1,10858.0,15.47,1163
2185,2,34228.0,17.509999999999998,1820
2186,1,17551.0,11.45,1175
2187,1,23543.0,19.02,1606
2188,2,50874.0,10.73,1296
2189,2,35748.0,14.64,1280
2190,1,106220.0,10.36,1599
2191,1,56748.0,5.0,872
2192,1,189756.0,11.63,525
2193,3,50405.0,31.74666666666667,20
2194,12,557401.0,14.890833333333331,13
2195,1,41990.0,25.0,84
2196,2,57779.0,20.83,84
2197,3,297186.0,20.416666666666668,165
2198,1,349989.0,25.0,429
2199,9,198523.0,23.863333333333333,144
2200,14,460205.0,22.505714285714287,52
2201,6,161647.0,20.611666666666665,974
2202,1,4180.0,23.3,126
2203,1,3938.0,24.31,1946
2204,1,24402.0,15.57,1137
2205,1,4874.0,20.26,1199
2206,1,120393.0,24.5,49
2207,2,187386.0,20.23,1307
2208,7,1255104.0,17.582857142857144,103
2209,4,720455.0,14.87,18
2210,1,7031.0,9.95,1577
2211,2,19283.0,31.065,773
2212,2,80905.0,13.04,454
2213,1,10543.0,16.68,1284
2214,1,13976.0,33.1,1958
2215,1,19126.0,25.1,1226
2216,1,27551.0,20.69,1294
2217,1,22669.0,15.02,644
2218,1,74426.0,25.0,109
2219,5,45906.0,18.892000000000003,1160
2220,8,96796.0,31.00500000000001,295
2221,4,123628.0,29.5025,703
2222,5,207021.0,28.478,136
2223,14,728812.0,19.86928571428572,30
2224,13,498040.0,30.23846153846154,454
2225,1,147597.0,42.86,540
2226,13,88538.0,31.366923076923083,504
2227,2,28142.0,27.26,834
2228,1,19677.0,21.41,1199
2229,1,266251.0,17.65,237
2230,5,164456.0,17.208000000000006,46
2231,15,678628.0,16.457999999999995,4
2232,2,112582.0,15.87,74
2233,1,83448.0,16.14,244
2234,3,105488.0,13.863333333333337,51
2235,1,46449.0,21.65,1378
2236,1,14087.0,15.3,302
2237,1,27551.0,17.78,264
2238,1,14165.0,20.24,239
2239,1,17945.0,15.23,453
2240,2,38882.0,20.21,401
2241,3,91936.0,15.36,475
2242,2,45182.0,20.16,80
2243,4,45008.0,19.97,325
2244,1,29913.0,16.66,296
2245,1,16134.0,20.51,437
2246,3,119652.0,20.69,324
2247,1,56134.0,28.86,1507
2248,3,99976.0,20.89,340
2249,4,465251.0,18.8975,597
2250,2,44866.0,18.685,471
2251,2,36654.0,22.525,449
2252,1,4638.0,20.91,71
2253,2,70850.0,16.34,644
2254,1,44803.0,22.48,1539
2255,2,91323.0,19.34,681
2256,47,109243.0,22.33191489361703,0
2257,8,19528.0,26.973749999999995,181
2258,3,4913.0,24.81,238
2259,22,38219.0,22.136818181818185,16
2260,3,777141.0,16.88,281
2261,8,21057.0,24.248749999999998,281
2262,2,3386.0,20.25,6
2263,7,142305.0,20.555714285714288,7
2264,8,601173.0,4.296250000000001,50
2265,57,640951.0,23.30719298245615,6
2266,5,125945.0,20.308,324
2267,4,66266.0,23.305,78
2268,12,126366.0,22.6525,56
2269,1,21724.0,20.11,561
2270,4,230817.0,15.002499999999998,1055
2271,3,132252.0,21.436666666666667,180
2272,3,112504.0,12.283333333333331,407
2273,10,191605.0,14.013,278
2274,2,62976.0,22.32,407
2275,1,15661.0,20.09,1305
2276,1,19913.0,15.02,593
2277,6,225922.0,21.72,595
2278,2,72426.0,15.02,525
2279,2,67630.0,22.265,945
2280,1,44087.0,21.81,1344
2281,1,14953.0,15.35,351
2282,1,40923.0,25.0,1700
2283,1,1339.0,28.87,1655
2284,15,315612.0,9.647999999999998,658
2285,21,528645.0,11.158095238095235,640
2286,13,899732.0,7.946153846153846,632
2287,11,579959.0,8.504545454545456,161
2288,12,195557.0,7.259166666666665,17
2289,1,59835.0,25.96,48
2290,1,25189.0,54.18,22
2291,1,114165.0,10.11,708
2292,2,167622.0,10.86,1171
2293,1,93693.0,15.14,211
2294,7,161461.0,16.32,940
2295,10,270141.0,28.678,226
2296,1,32520.0,25.0,1782
2297,1,39362.0,5.93,825
2298,4,163747.0,21.2425,570
2299,2,101456.0,16.655,367
2300,1,85031.0,15.57,263
2301,1,45661.0,16.94,1197
2302,1,42621.0,5.02,906
2303,1,77945.0,18.99,532
2304,1,60820.0,5.0,851
2305,1,117315.0,15.27,135
2306,1,95937.0,25.0,1784
2307,21,2164456.0,21.980952380952385,49
2308,1,112197.0,7.3,1294
2309,1,291331.0,19.82,728
2310,3,996827.0,19.723333333333333,448
2311,1,78542.0,25.0,1834
2312,1,97634.0,25.0,1834
2313,1,51173.0,17.26,950
2314,1,276354.0,20.74,903
2315,1,285342.0,25.0,1834
2316,1,138181.0,21.87,666
2317,1,162848.0,25.0,1834
2318,1,170055.0,20.24,903
2319,1,300937.0,5.0,500
2320,28,1385710.0,19.94464285714286,60
2321,1,130701.0,17.9,1318
2322,1,42520.0,25.0,1663
2323,1,53520.0,25.0,1640
2324,1,74000.0,22.03,912
2325,1,32426.0,17.01,1074
2326,1,55716.0,17.05,1074
2327,1,62984.0,21.5,912
2328,1,73677.0,14.98,1556
2329,5,867197.0,13.44,206
2330,31,4697150.0,11.295806451612904,26
2331,16,71827.0,18.370625,6
2332,7,43874.0,20.085714285714285,257
2333,2,27606.0,18.255000000000003,59
2334,5,307197.0,11.78,191
2335,8,785072.0,9.43625,235
2336,4,509197.0,8.59,58
2337,5,767495.0,5.88,263
2338,25,504008.0,14.466799999999996,3
2339,2,58520.0,4.99,448
2340,1,39646.0,4.99,817
2341,1,167638.0,9.9,16
2342,6,268772.0,7.278333333333333,675
2343,1,211732.0,21.04,241
2344,24,605650.0,23.31000000000001,1161
2345,6,193410.0,11.69,1433
2346,1,60622.0,9.32,742
2347,4,626109.0,8.3925,421
2348,1,23646.0,4.99,268
2349,1,172790.0,8.04,658
2350,2,55354.0,7.795,712
2351,17,626181.0,12.677058823529409,199
2352,12,334688.0,9.567499999999995,7
2353,2,108835.0,10.86,46
2354,2,144543.0,11.71,157
2355,22,730464.0,18.820909090909087,862
2356,1,33850.0,15.16,836
2357,33,4133616.0,6.948484848484851,106
2358,13,345195.0,22.800769230769237,1337
2359,29,1170705.0,9.797586206896558,441
2360,15,1869352.0,11.745333333333331,44
2361,5,313479.0,7.502,909
2362,15,126083.0,21.96733333333333,118
2363,2,39591.0,10.11,1092
2364,10,381970.0,10.881,783
2365,22,491090.0,9.510909090909086,720
2366,7,384299.0,6.107142857142856,245
2367,29,731605.0,5.119999999999998,9
2368,5,503668.0,14.05,1289
2369,3,272008.0,6.596666666666667,247
2370,19,884757.0,5.472105263157895,23
2371,10,275990.0,5.553999999999999,15
2372,1,58260.0,11.82,1144
2373,8,145022.0,11.265,218
2374,28,287750.0,18.534642857142853,115
2375,17,236909.0,22.34058823529412,2
2376,2,78582.0,19.92,1312
2377,1,61252.0,20.02,1659
2378,41,2335850.0,11.829756097560974,283
2379,12,876038.0,11.726666666666668,476
2380,1,78843.0,5.0,941
2381,10,803546.0,14.057999999999998,197
2382,3,198323.0,8.339999999999998,155
2383,22,320597.0,11.168181818181814,18
2384,12,775530.0,4.409166666666667,2
2385,19,726132.0,8.929473684210524,746
2386,7,867346.0,6.884285714285714,355
2387,4,24946.0,16.4775,399
2388,2,236204.0,15.64,399
2389,2,437717.0,15.7,840
2390,4,83141.0,11.52,830
2391,2,149590.0,14.03,523
2392,1,961.0,17.91,1042
2393,10,60887.0,30.600999999999992,116
2394,1,7320.0,20.0,251
2395,1,98417.0,25.0,1016
2396,1,85031.0,13.44,1311
2397,1,101567.0,19.44,980
2398,1,23276.0,17.27,803
2399,6,340888.0,20.76,517
2400,1,152386.0,8.0,729
2401,9,344880.0,9.795555555555554,8
2402,25,1139869.0,12.393600000000006,24
2403,4,235574.0,27.9475,134
2404,7,177141.0,16.56,85
2405,1,154323.0,15.02,1163
2406,1,211008.0,18.79,417
2407,3,71236.0,27.62,443
2408,1,15194.0,20.0,1185
2409,1,11396.0,20.01,1185
2410,7,765300.0,21.057142857142857,450
2411,1,120465.0,21.61,1053
2412,4,704684.0,22.425,72
2413,3,526055.0,8.373333333333333,735
2414,1,16521.0,25.0,152
2415,6,99820.0,28.183333333333334,164
2416,1,12642.0,42.86,975
2417,16,2587382.0,12.5825,80
2418,15,2461533.0,14.366666666666664,105
2419,10,3002649.0,11.826000000000002,48
2420,1,517323.0,10.14,1324
2421,49,2408406.0,13.73755102040816,14
2422,2,133811.0,8.344999999999999,1092
2423,3,204037.0,15.943333333333332,126
2424,12,1058339.0,14.54833333333333,14
2425,2,195582.0,11.22,459
2426,91,1352932.0,10.555274725274732,1
2427,3,339851.0,17.243333333333332,715
2428,8,941749.0,13.791249999999998,744
2429,4,503056.0,15.53,360
2430,8,1130467.0,14.52375,343
2431,87,1346517.0,10.284712643678176,7
2432,1,153898.0,28.34,1567
2433,2,66063.0,11.43,708
2434,5,128236.0,19.9,50
2435,1,142657.0,12.13,736
2436,1,234638.0,18.37,729
2437,1,222827.0,15.94,605
2438,1,265378.0,15.9,409
2439,2,644078.0,16.07,527
2440,3,1571840.0,14.136666666666668,120
2441,10,248742.0,16.105,1040
2442,2,362591.0,11.195,897
2443,1,449598.0,14.25,534
2444,1,798336.0,12.14,884
2445,3,730361.0,10.516666666666667,877
2446,1,267291.0,10.23,99
2447,9,1603362.0,13.30111111111111,8
2448,2,375276.0,16.495,29
2449,28,1980118.0,5.343928571428572,23
2450,78,6519804.0,7.73051282051282,16
2451,10,1261542.0,8.654,759
2452,19,2576349.0,6.256315789473685,93
2453,1,117600.0,12.92,1456
2454,3,1500000.0,17.146666666666665,272
2455,2,652410.0,8.44,1080
2456,2,729532.0,9.425,146
2457,1,46937.0,14.97,1532
2458,1,81008.0,15.63,1688
2459,1,100286.0,13.89,1561
2460,1,38340.0,25.0,1667
2461,25,3893540.0,11.725200000000005,111
2462,2,213133.0,13.495,777
2463,52,3288098.0,11.7023076923077,9
2464,1,158000.0,18.94,181
2465,1,69276.0,12.18,723
2466,47,1821856.0,8.56148936170213,8
2467,16,447542.0,14.081875000000002,466
2468,3,86448.0,25.07,1431
2469,5,806944.0,7.336,181
2470,1,134638.0,20.44,1315
2471,2,333278.0,13.395,1254
2472,3,66453.0,7.113333333333334,260
2473,1,117450.0,25.0,1583
2474,1,141654.0,18.23,1787
2475,4,162961.0,15.14,902
2476,3,148008.0,13.066666666666668,533
2477,8,648929.0,10.12,898
2478,3,147220.0,16.473333333333333,884
2479,3,216512.0,8.92,897
2480,64,1930295.0,17.457343749999993,57
2481,20,552596.0,8.359000000000002,367
2482,1,41295.0,25.0,1627
2483,1,31174.0,12.82,1127
2484,1,44629.0,10.68,1241
2485,1,42512.0,16.63,1143
2486,4,210495.0,7.2075,532
2487,2,213336.0,6.62,177
2488,6,107734.0,14.868333333333332,445
2489,3,113862.0,14.693333333333332,1129
2490,1,38898.0,33.78,1444
2491,2,154172.0,35.875,1367
2492,5,77562.0,16.114,1057
2493,2,53528.0,13.89,701
2494,3,71665.0,8.753333333333332,351
2495,2,89233.0,9.985,1822
2496,17,194266.0,16.15941176470588,2
2497,27,586341.0,5.417037037037039,9
2498,1,2472.0,20.18,835
2499,18,130512.0,13.858333333333336,300
2500,2,90197.0,10.725,1064
2501,30,233195.0,13.192666666666671,17
2502,1,509441.0,11.81,1079
2503,60,540667.0,20.722666666666672,808
2504,140,1614636.0,20.0900714285714,2
2505,31,385498.0,19.391612903225795,10
2506,35,426128.0,19.22257142857144,7
2507,42,735382.0,19.05880952380952,3
2508,49,608296.0,19.327755102040804,10
2509,50,929065.0,20.337399999999995,15
2510,4,3425.0,20.18,35
2511,14,13141.0,20.105,3
2512,4,4868.0,20.215,79
2513,6,7805.0,19.3,880
2514,11,25923.0,20.51727272727272,90
2515,47,89430.0,20.06021276595744,3
2516,8,20463.0,19.60625,88
2517,39,118310.0,19.7151282051282,11
2518,15,105173.0,21.283333333333328,61
2519,29,215228.0,20.412758620689665,8
2520,1,25189.0,18.91,1553
2521,1,12276.0,15.44,1025
2522,22,150522.0,20.418636363636363,414
2523,48,300546.0,17.826875000000012,84
2524,23,298230.0,17.17521739130434,28
2525,43,150709.0,20.0286046511628,9
2526,1,36213.0,17.59,545
2527,5,1169259.0,15.276,295
2528,3,236336.0,11.176666666666668,69
2529,30,254931.0,20.67233333333333,9
2530,19,184129.0,19.61263157894737,18
2531,36,308075.0,20.89388888888889,16
2532,43,418400.0,19.8474418604651,2
2533,5,41354.0,17.583999999999996,136
2534,1,1669.0,25.02,1493
2535,6,598800.0,7.498333333333334,87
2536,2,184850.0,9.65,1270
2537,1,118180.0,27.59,1585
2538,1,64552.0,21.34,1400
2539,6,148780.0,19.576666666666664,256
2540,2,28188.0,26.35,1344
2541,2,34331.0,16.48,1405
2542,2,434248.0,9.13,520
2543,5,484139.0,13.87,373
2544,1,173220.0,19.17,225
2545,1,250110.0,18.05,449
2546,20,282684.0,15.549500000000004,16
2547,4,94456.0,96.52,16
2548,11,485617.0,13.29818181818182,924
2549,3,111803.0,3.513333333333333,36
2550,18,614895.0,8.036111111111113,2
2551,4,290448.0,16.415,290
2552,3,117873.0,10.98,1614
2553,22,708014.0,6.987272727272728,35
2554,7,321991.0,30.575714285714287,514
2555,9,330229.0,10.74,453
2556,46,1711447.0,11.373478260869566,7
2557,6,188700.0,11.201666666666666,401
2558,7,548487.0,18.34,387
2559,69,2449435.0,23.071884057970998,20
2560,1,120402.0,17.89,1583
2561,5,188354.0,4.622,117
2562,3,290141.0,12.233333333333334,1270
2563,9,292276.0,10.615555555555554,498
2564,8,620709.0,8.47625,231
2565,4,151228.0,4.995,195
2566,29,1124704.0,7.95551724137931,12
2567,3,250158.0,12.0,889
2568,6,227465.0,7.32,6
2569,4,237692.0,14.8475,287
2570,2,26945.0,12.52,1092
2571,1,58260.0,31.63,1221
2572,28,2419436.0,6.671071428571426,30
2573,1,77851.0,25.0,1494
2574,1,85645.0,25.0,1498
2575,1,231889.0,15.43,1890
2576,7,600936.0,5.908571428571428,506
2577,2,100630.0,16.565,1213
2578,3,198582.0,12.746666666666668,1344
2579,4,220251.0,5.0525,218
2580,16,682213.0,6.901875000000001,7
2581,2,314575.0,5.0,157
2582,2,54301.0,10.01,441
2583,2,430630.0,7.57,57
2584,2,149535.0,6.395,847
2585,1,206622.0,5.0,1141
2586,10,1456445.0,7.928999999999999,57
2587,1,124213.0,8.23,1417
2588,1,61409.0,15.07,41
2589,9,142535.0,10.885555555555555,41
2590,6,102499.0,5.016666666666667,441
2591,8,616564.0,5.19,339
2592,1,18102.0,17.81,1922
2593,21,546745.0,6.526666666666666,33
2594,6,188685.0,4.995,491
2595,6,259684.0,6.028333333333333,36
2596,75,2053266.0,7.371599999999998,6
2597,2,149519.0,12.545,850
2598,126,3530640.0,6.923174603174606,3
2599,10,417967.0,7.56,378
2600,5,213086.0,5.312,34
2601,13,559435.0,9.77692307692308,255
2602,20,868986.0,10.666499999999996,249
2603,4,698773.0,16.8975,88
2604,1,40937.0,23.7,1193
2605,10,130616.0,15.519,97
2606,2,139283.0,17.605,956
2607,11,235841.0,14.632727272727273,970
2608,4,141614.0,17.9525,1155
2609,3,36079.0,11.383333333333333,1273
2610,1,54181.0,9.0,1232
2611,30,325315.0,23.25033333333334,26
2612,2,236055.0,15.36,1416
2613,1,57795.0,15.0,1928
2614,3,116756.0,16.48333333333333,1270
2615,8,22558.0,30.785000000000004,106
2616,2,685.0,31.225,997
2617,5,66670.0,11.054,1161
2618,5,10714.0,42.98,31
2619,2,15434.0,10.78,1844
2620,7,197879.0,15.702857142857145,484
2621,1,17646.0,20.59,1404
2622,15,256497.0,8.442000000000004,220
2623,2,51220.0,19.53,1232
2624,1,15740.0,17.64,1400
2625,3,61017.0,19.663333333333338,1460
2626,1,16134.0,20.19,1399
2627,8,277225.0,16.3675,1172
2628,22,282963.0,24.99454545454546,1492
2629,21,1189447.0,11.754761904761905,105
2630,5,69345.0,35.35,1783
2631,1,105433.0,20.59,1729
2632,2,192818.0,7.0,1208
2633,2,213291.0,10.955,1452
2634,3,297378.0,9.993333333333334,1277
2635,17,41250.0,28.890588235294118,138
2636,13,21301.0,19.174615384615382,299
2637,9,22734.0,20.450000000000003,379
2638,3,7851.0,21.326666666666664,257
2639,10,35796.0,22.468000000000004,81
2640,16,919691.0,6.361250000000001,28
2641,9,137409.0,22.727777777777774,150
2642,52,1105454.0,98994.89749999996,720
2643,28,481213.0,7.166785714285713,21
2644,42,3961226.0,6.298333333333333,0
2645,2,157283.0,9.11,1126
2646,1,52400.0,29.87,1856
2647,30,327318.0,25.93733333333331,34
2648,1,144803.0,9.55,1232
2649,32,2956362.0,8.629999999999999,2
2650,24,1386439.0,6.310000000000003,10
2651,7,103756.0,9.834285714285713,173
2652,22,886228.0,17.807272727272718,14
2653,39,1720042.0,7.84897435897436,1
2654,160,5978232.0,9.249125,2
2655,29,847803.0,23.967931034482746,490
2656,21,2077838.0,8.429523809523808,2
2657,2,92110.0,8.36,747
2658,2,138331.0,9.245,947
2659,2,70536.0,11.705,804
2660,3,106889.0,4.17,91
2661,1,69283.0,15.35,38
2662,14,2454126.0,4.559285714285715,2
2663,2,199425.0,3.75,2
2664,1,66764.0,9.35,1015
2665,4,178274.0,6.902499999999999,10
2666,2,62976.0,12.5,1108
2667,3,98354.0,5.08,415
2668,1,78504.0,8.92,1325
2669,15,267998.0,20.61,373
2670,53,861049.0,49.2998113207547,235
2671,47,3954581.0,11.091063829787236,167
2672,1,85106.0,10.95,1067
2673,210,6365817.0,17.912095238095212,2
2674,8,609786.0,12.99125,173
2675,2,45024.0,25.275,69
2676,9,461819.0,5.825555555555555,91
2677,30,852861.0,6.401666666666667,23
2678,42,1264826.0,10.465714285714288,22
2679,7,413126.0,9.52,37
2680,4,126582.0,5.4975000000000005,339
2681,5,357519.0,14.956,603
2682,8,187360.0,7.07375,27
2683,3,168874.0,4.166666666666667,43
2684,21,1013071.0,5.5200000000000005,3
2685,9,442480.0,5.292222222222222,29
2686,15,773724.0,6.048,67
2687,127,3213280.0,24.387559055118103,252
2688,1,58976.0,22.79,1638
2689,12,257952.0,7.079999999999999,822
2690,1,103929.0,11.99,858
2691,10,724891.0,7.935999999999998,10
2692,5,199299.0,5.888,191
2693,3,151921.0,8.866666666666667,264
2694,2,88960.0,13.9,245
2695,20,335918.0,15.536999999999995,6
2696,23,506599.0,17.47434782608696,625
2697,52,697524.0,17.114615384615387,9
2698,53,3459477.0,6.396226415094337,5
2699,2,81843.0,32.53,1337
2700,7,287235.0,6.837142857142857,228
2701,2,56899.0,18.345,1482
2702,14,734507.0,7.064285714285715,71
2703,2,75574.0,12.7,862
2704,38,1343972.0,9.97078947368421,14
2705,2,360630.0,9.65,1248
2706,26,510467.0,10.444999999999997,15
2707,1,382669.0,11.77,778
2708,2,111843.0,9.69,451
2709,1,170858.0,13.68,827
